Purchase Link,Title,Author,Publish Date,Cost,Book Types,Rating,Review Number,Synopsis
https://www.amazon.com/Aint-Easy-Valens-Legacy-Book-ebook/dp/B07HMR3WS8/ref=sr_1_21/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-21,It Ain't Easy (The Valens Legacy Book 10),Jan Stryvant (Author),"Sep 24, 2018",$0.00-$3.99,Kindle Edition,4.9 out of 5 stars,274,"With his home now secure, Sean can take the time to start catching up on the million and one things he's been meaning to do, but never quite seemed to have the time. However, life is really never that simple. Sean's two armies, run by his friend Chad and his great uncle Maitland are coming across a few things hinting that the Vestibulum aren't ready to give up the fight quite yet.The government and its minions are still not quite sure what to make of Sean or the lions he claims to represent. Divisions exist at the highest levels, and when the president decides to open a line of communications, those who are opposed to the idea are quick to act. The problem however is that while politics may make for strange bedfellows, when dealing with forces that aren't quite human, discretion is highly advised before jumping into bed.WARNING: It Ain't Easy contains explicit sexuality, nudity, violence, bad language, arson, robbery, attempted murder, actual murder, military raids, mass combat, self-defense, pro-active self-defense, destruction of private property, turncoats, liars, secretive government officials, tantric magic, polyamory, mayhem, demons, people who aim to misbehave, gratuitous sex and violence, treason, and a poor kid who just pissed himself. And before you laugh at him, how well do you think you'd be holding in that six-pack of soda you drank to stay away all night when a very angry werewolf pushes the barrel of a rifle up under your chin? It's not like he even volunteered to be there! Why didn't they pick on that ass-kisser Chet? He even volunteered! It's just not fair ..."
https://www.amazon.com/Hell-Divers-III-Deliverance-Book/dp/1538588013/ref=sr_1_22/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-22,"Hell Divers III: Deliverance (Hell Divers Series, Book 3) (Hell Divers Series, 3)",Nicholas Sansbury Smith (Author),"Sep 4, 2018",$2.99-$17.94,"Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,270,"They will dive, but will humanity survive?Left for dead on the nightmarish surface of the planet, Commander Michael Everhart and his team of Hell Divers barely escape with their lives aboard a new airship called Deliverance. After learning that Xavier ''X'' Rodriguez may still be alive, they mount a rescue mission for the long-lost hero.In the skies, the Hive is falling apart, but Captain Jordan is more determined than ever to keep humanity in their outdated lifeboat. He will do whatever it takes to keep the ship in the air -- even murder. But when he learns the Hell Divers he exiled have found Deliverance, he changes course for a new mission -- find the divers, kill them, and make their new ship his own. In the third installment of the USA Today bestselling Hell Divers series, Michael and his fellow divers fight across the mutated landscape in search of X. But what they find will change everything."
https://www.amazon.com/Forging-Hephaestus-Villains-Code-Hayes/dp/0986396842/ref=sr_1_23/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-23,Forging Hephaestus (Villains' Code),Drew Hayes (Author),"Feb 24, 2017",$0.00-$35.95,"Paperback, Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,259,"Gifted with metahuman powers in a world full of capes and villains, Tori Rivas kept away from the limelight, preferring to work as a thief in the shadows. But when she's captured trying to rob a vault that belongs to a secret guild of villains, she's offered a hard choice: prove she has what it takes to join them or be eliminated.  Apprenticed to one of the world's most powerful (and supposedly dead) villains, she is thrust into a strange world where the lines that divide superheroes and criminals are more complex than they seem. The education of a villain is not an easy one, and Tori will have to learn quickly if she wants to survive. On top of the peril she faces from her own teacher, there are also the capes and fellow apprentices to worry about, to say nothing of having to keep up a civilian cover.  Most dangerous of all, though, are those who loathe the guild's very existence. Old grudges mean some are willing to go to any length to see the guild turned to ash, along with each one of its members. Even the lowly apprentices."
https://www.amazon.com/Terminal-Run-Post-Apocalyptic-Survival-Thriller-ebook/dp/B07GRGP9NL/ref=sr_1_24/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-24,The Terminal Run: A Post-Apocalyptic EMP Survival Thriller (The Last War Series Book 7),Ryan Schow (Author),"Aug 21, 2018",$0.00-$3.99,Kindle Edition,5 out of 5 stars,58,"With thousands of copies sold and millions of pages read in the series, The Terminal Run is an edge-of-your-seat thriller thats perfect for fans of Jack Hunt, Ryan Westfield, Harley Tate and Mike Kraus. Humanitys darkest hour is upon us. Its all come down to thisWhen a war you dont want kicks down your front door, what do you do? Preppers tell you to plan for the worst. But no one tells you what to do when a clan of psychopaths starts launching dead bodies into your encampment. The San Francisco survivors have seen their fair share of war, but this might be a war they cannot win, for theyve never met an enemy quite like this.Nick, Marcus and Bailey are MIA and in the worst situation of their lives, but people like Corrine, Amber and Abigail are counting on them. What happens when youre locked in cages and the people you count on most are not there to save you? You tell yourself to either get strong or die, but the mind is a pliable thingonce it reaches the point of failure, theres no coming back.Ben and Daisy are on the move, heading for D.C. in search of meaning, or hoping to find redemption. When youve failed your family, yourself and the nation, how do you bounce back? In order to survive the apocalypse, knowing how to fight is one thing, but learning to live with your past while trying to find meaning in this new, dark world is another thing entirely.In this final installment of the Last War series, the full cast of characters returns one last time. Each has a part to play, but the story wont unfold the way you think. True to form, nothing goes right, and not everyone survives, but no one ever said endings were clean, and good endings are seldom predictableREADING ORDER OF THE COMPLETE LAST WAR SERIES:The Last WarThe Zero HourThe Ophidian HordeThe Infernal RegionsThe Killing FieldsThe Barbarous RoadThe Terminal RunCategories: Post Apocalyptic Survival Fiction, EMP, Action, Adventure, Science Fiction, Dystopian, Womens Adventure, Mens Adventure"
https://www.amazon.com/Angel-Abyss-Novel-Tribulation-Elijah-ebook/dp/B0758J7G24/ref=sr_1_25/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-25,Angel of the Abyss: A Novel of the Great Tribulation (The Days of Elijah Book 3),Mark Goodwin (Author),"Sep 12, 2017",$0.00-$17.95,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,250,"Everett and Courtney Carroll have endured to the midpoint of the Great Tribulation. The previous Seal and Trumpet Judgments have left the planet in shambles, and the western hemisphere is nearly uninhabitable. Elijah the prophet gives Everett a special mission which will give him a unique role in fulfilling end-times prophecy, but hell have to survive the coming cataclysms first.Angelo Luz breaks the treaty he made with the nations declaring himself to be God, a plague of stinging locusts rises up from the smoke of the bottomless pit, and a 200-million-man army of radical jihadists wages a holy war against humanity itself!Everett and Courtneys trials and tribulations so far have been a walk in the park compared to whats coming. Dont miss this edge-of-your-seat epic thrill ride that promises to make your heart race and your hair stand on end!"
https://www.amazon.com/Trackers-Damned-Nicholas-Sansbury-Smith/dp/1975887964/ref=sr_1_26/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-26,Trackers 4: The Damned (Volume 4),Nicholas Sansbury Smith (Author),"Jan 12, 2018",$0.00-$18.16,"Paperback, Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,246,"The deadly hunt ends in the fourth and final installment of the bestselling Trackers saga...The mountain town of Estes Park, Colorado is scrambling to recover from the betrayal of two of their police officers, and prepare for threats outside their borders. But with Chief of Police Marcus Colton imprisoned by rival Sheriff Mike Thompson, the job to protect the isolated town is left to Sam Raven Spears and newly promoted Captain Lindsey Plymouth. They will do everything they can to bring Colton home, and save their citizens, but one thing is certain: a war is coming to Estes Park, and no one will be spared from the horrors.Across the country, Secretary of Defense Charlize Montgomery continues to lead recovery efforts in the wake of the arriving Chinese workers and soldiers. But the threat of foreign soldiers on American soil isnt the only problemthe Sons of Liberty and other domestic terrorist groups continue to rise to power, enacting a wave of violence, and chaos that threatens to derail the recovery efforts.Will Raven, Colton, and Charlize save the United States from collapse? One thing is certainthey won't be able to save everyone. Not with their humanity still intact.From former Homeland Security Disaster Mitigation Officer and USA Today bestselling author Nicholas Sansbury Smith, comes another harrowing story of survival in a post-apocalyptic world that readers and critics are hailing as one of the best post-apocalyptic books of 2017."
https://www.amazon.com/ARISEN-Book-Thirteen-Siege-13/dp/1979291918/ref=sr_1_27/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-27,"ARISEN, Book Thirteen - The Siege (Volume 13)",Michael Stephen Fuchs (Author),"Oct 15, 2017",$0.00-$25.95,"Paperback, Kindle Edition, Audible Audiobook",4.9 out of 5 stars,232,"#1 bestseller in Post-Apocalyptic Science Fictionand#1 in Military Science Fiction!Readers call the ARISEN series: ""extreme, fast-paced action at its most violent, explosive, deadly and gripping""... ""totally engrossing"" ... ""Insanely awesome""... ""by far the best-written most intense series I've encountered""... ""Electrifying"" ...""extraordinary"" ... ""Riveting!!!!!""... ""still rolling like a juggernaut"" ... ""simply amazing - is and will be the standard for zombie/action fiction for a long time to come"" ... ""Hits Like a Sniper Round"" ... ""Imagine if a roller coaster ride lasted 2 hours"" ... ""Good God Almighty! This is almost too much to take - non-frigging-stop action"" ... ""Right when I think it can't get any more exciting, it does"" ... ""full-on military badassery"" ... ""Mind blowing"" ... ""There are no adjectives left for how good this series is"" ... ""Like a Michael Bay movie on steroids""... ""like trying to ride a bronco in a tornado"" ... ""roars out of the gate at 200mph and just keeps going"" ... ""Action, frustration, fear, laughter, sadness, and hope. MSF is a gift...""There's Nowhere Left To Hide.THE BATTLE FOR THE GAPIn the north, the collapsed section of the Wall is defended only by the decimated remains of 2 PARA. Even reinforced by Jameson and the exhausted Royal Marines of One Troop, it's a doomed delaying action at best - and the last choke point in the entire ZA faces an incoming tide of dead stretching to the ends of the Earth...THE RACE FOR THE CUREFinally united, Dr. Park and Aliyev the Kazakh, supported by Pred and Juice on a mission out into a London falling into chaos, struggle to perfect the vaccine that will preserve the dwindling flame of humanity - and to weaponize the designer pathogen that might just destroy the rampaging armies of the dead...THE DEFENSE OF THE ALAMOHunkered down at CentCom, the unified ranks of our heroes, led by Ali and Fick, work furiously to fortify and reinforce what will be humanity's final fallback position - forever. But it may be over before it begins, as a runner invasion from the south hits even before the great wave of death coming in from the north...Brotherhood. Duty. Desolation.THE SIEGEARISENHope Never Dies."
https://www.amazon.com/Protect-Unwelcome-Trilogy-R-D-Brady/dp/1722494751/ref=sr_1_28/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-28,Protect (The Unwelcome Trilogy) (Volume 1),R.D. Brady (Author),"Jul 7, 2018",$0.00-$14.99,"Paperback, Kindle Edition",5 out of 5 stars,55,"THE GREATEST DEVASTATION IN HISTORY.A SECRET THAT WILL ALTER HUMANITY FOREVER.TODAY, THE TRUE FIGHT FOR SURVIVAL BEGINS . . .__________________________________________Deep within the remnants of the United States, Lyla Richards oversees a camp of two hundred survivors. In a world where living is an everyday struggle and only through banding together can people survive, the arrival of the Unwelcome only made her job harder.Riley Quinn and Miles Jones have been raised by Lyla for the last five years. They are also one of the cursed: the children between the ages of thirteen and eighteen whom the Unwelcome kill on sight. No questions, no pleas, just death.Protecting one another and the people of their camp is ingrained in all of them. But now, each of them faces increased danger as the reason why the cursed have been targeted slowly come to light.And that truth will shock them to their core.Now time is running out.Humanity's very existence is on the line. And Lyla and her family will start the fight that will ensure its future . . . or its annihilation."
https://www.amazon.com/Rubicon-Aurora-Resonant-Book-Rhapsody-ebook/dp/B072QB8F7L/ref=sr_1_29/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-29,Rubicon: Aurora Resonant Book Two (Aurora Rhapsody 8),G. S. Jennsen (Author),"Jun 9, 2017",$4.99-$21.95,"Kindle Edition, Paperback, Audible Audiobook",5 out of 5 stars,56,"""We are you--the you that you could have been.""The Anaden Directorate has ruled Amaranthe for millennia, subjugating species and galaxies in a neverending quest for control and order. For as many millennia, the anarchs have rebelled, defiantly claiming their own freedom yet without hope of winning it for everyone. Now, an alliance with humans offers a tantalizing chance to at last defeat their immortal masters. But can they trust an ally who looks suspiciously like the enemy?Humanity is the genetic recreation of the Anadens, but genetics aren't everything. Humans like to make their own destiny, and they have overcome great challenges to achieve unprecedented peace and prosperity. But have their trials prepared them for the enemy they now face?""The battle for the heart and soul of Amaranthe will be joined, and we must be unafraid.""Amidst the chaos of an escalating war, Caleb's bond with the mysterious diati grows ever more powerful, even as Alex's forays into the hidden dimensions of the universe lead them to unfathomable places. But when the anarchs are pushed to the breaking point and the AEGIS fleet is dealt a devastating blow, Miriam Solovy must find a way to defeat a foe wielding superior technology, firepower and numbers, or else more than one civilization will be lost.*Our universe is but a snowglobe--an experiment born of desperation and hope. The true universe is unfathomably vast, teeming with life and untold wonders. And it is enslaved.Created by ancient aliens in a daring gambit to understand the nature of the enemy, humanity is now asked to be the savior of a universe not their own. If they are to succeed, they must rise above not only their fractious past but the sins of their genetic ancestors to boldly embrace a future they never dared imagine possible."
https://www.amazon.com/Called-Expansion-Kurtherian-Gambit-Ascension-ebook/dp/B072JWKDQL/ref=sr_1_30/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-30,Called: Age Of Expansion - A Kurtherian Gambit Series (The Ascension Myth Book 3),Ell Leigh Clarke (Author),"Jun 5, 2017",$0.00-$17.95,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,222,"After earning access to a secret base beneath their safe house, Molly and her team are beyond excited by the""toys"" they find.However, before they get to explore the super advanced tech and ships they find there, they need to pass one more test. A test which may be more convoluted and intriguing than they could possibly have imagined.Fighting conspiracies, and outright assaults, Molly and her merry band find themselves on a series of riling missions to save lives, and do the right thing, against all odds.Sean Royale also seems to have a few more surprises up his sleeve, and Maya Johnstone isnt going down without a fight, leaving the General very few options.Set on the foundation laid by the Kurtherian Gambit Series, The Ascension Myth tells an entirely new story in the Age of Expansion--when the Etheric Empire is fast becoming the Etheric Federation with all of the trials and tribulations that come with bringing together different peoples, systems, and ideals."
https://www.amazon.com/Extinction-Cycle-Nicholas-Sansbury-Smith/dp/0316558214/ref=sr_1_31/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-31,Extinction War (The Extinction Cycle),Nicholas Sansbury Smith (Author),"Nov 28, 2017",$6.99-$15.95,"Kindle Edition, Audible Audiobook, …More",4.9 out of 5 stars,220,"The seventh and never-before-published book in USA Today bestselling Nicholas Sansbury Smith's propulsive post-apocalyptic series about one man's mission to save the world. An army advances...In Europe, Master Sergeant Joe Fitzpatrick and Team Ghost return from a mission deep into enemy territory only to find that the Variant army has grown stronger, and they are advancing toward the EUF's stronghold in Paris. On the brink of Civil War...Back in the United States, President Ringgold and Dr. Kate Lovato are on the run. The Safe Zone Territories continue to rally behind the ROT flag, leaving Ringgold more enemies than allies. But there are still those who will stand and fight for America. Captain Rachel Davis and Captain Reed Beckham will risk everything to defeat ROT and save the country from collapsing into Civil War. Humanity may be its own worst enemy... pick up the series that D. J. Molles said ""delivers unrelenting, unmerciful action"" before it's too late!The Extinction Cycle:Book 1: Extinction HorizonBook 2: Extinction EdgeBook 3: Extinction AgeBook 4: Extinction EvolutionBook 5: Extinction EndBook 6: Extinction AftermathBook 7: Extinction War"
https://www.amazon.com/Indestructible-V-Plague-Book-7-ebook/dp/B00U35917A/ref=sr_1_32/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-32,Indestructible: V Plague Book 7,Dirk Patton (Author),"Mar 27, 2015",$0.00-$14.99,"Kindle Edition, Paperback",4.9 out of 5 stars,213,"Indestructible continues the story of the struggle for survival after the events in Days Of Perdition.  With massive herds closing in on Tinker Air Force Base, the only option is evacuation, and Tech Sergeant Scott, Irina and Igor must race against time to search for any survivors of the crash."
https://www.amazon.com/Ascension-Facets-Feyrie-Book-2/dp/B07C2FVGVJ/ref=sr_1_33/140-2058831-3926238?ie=UTF8&qid=1541819036&sr=1-33,"Ascension: Facets of Feyrie series, Book 2","Zoe Parker, Aiden Snow, Justine O. Keef","Apr 24, 2018",$0.00-$14.95,"Audible Audiobook, Kindle Edition, …More",4.9 out of 5 stars,208,"Ever get a job that sucks? My name is Iza Black and my life is the sucky job. I mean yeah, there are perks. Live-in maid service, free food, and I get this purple, sparkly aura thing. But there are way more bad parts. So many people, so much pain. Sleep has divorced me completely, and I'm living their nightmares now too. I'm not sure I'm strong enough for this, that I can do what needs to be done. But I have to. Because it's my job . . . because someone needs to."
https://www.amazon.com/Ep-Justice-Frontiers-Rogue-Castes/dp/1724862235/ref=sr_1_34/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-34,"Ep.# 9 - ""I am Justice"" (The Frontiers Saga - Part 2: Rogue Castes) (Volume 9)",Ryk Brown (Author),"Aug 5, 2018",$0.00-$17.95,"Paperback, Kindle Edition, Audible Audiobook",4.9 out of 5 stars,202,"Part 2: Episode 9   A chance to gain resources A need to prepare a defense A trap about to be sprung An opportunity for justice  As his sister faces a critical moment, Captain Scott must chase his friends to regions he has yet to travel.  Sometimes, you just have to take risks for those you care about. Sometimes, quite often.    ""I am Justice"" is the 9th episode in Part 2 of the Frontiers Saga: Rogue Castes. Episode 10 is coming soon!"
https://www.amazon.com/Valley-Vengeance-Book-Borrowed-World/dp/1547192119/ref=sr_1_35/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-35,Valley of Vengeance: Book Five in The Borrowed World Series (Volume 5),Franklin Horton (Author),"Jun 15, 2017",$0.00-$17.95,"Paperback, Kindle Edition, Audible Audiobook",4.9 out of 5 stars,197,"In this fifth installment in The Borrowed World Series, Human Resources Manager Alice Watkins is finally making it home. In her journey across Virginia, she experiences a country disintegrating and collapsing in on itself in the wake of a nationwide terror attack. Her trip home is agonizing; her experiences indescribable. She finds that her peaceful farm community is experiencing the same strife as the rest of the nation. As her world is further shaken by a series of devastating occurrences, she comes to realize that she has been profoundly and irreversibly changed by her agonizing experiences on the road. She is both emotionally blunted and wickedly violent. She cannot feel love, nor does she feel the slightest remorse at taking someones life.In an attempt to find safety for her family, she must reconnect with the former coworkers that she started this journey with. She discovers the group struggling with their own problems, finding that in this borrowed world there is no promise of safety, no peace, and no promise of tomorrow."
https://www.amazon.com/Gold-Dragon-Heritage-Power-Book-ebook/dp/B07B2LVR8L/ref=sr_1_36/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-36,Gold Dragon (Heritage of Power Book 5),Lindsay Buroker (Author),"Mar 8, 2018",$0.00-$25.95,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,196,"Now that Trips siblings are safely back in the capital, he would like it if life got back to normal. As normal as possible for a half-dragon army officer learning to use his magical powers when he isnt busy piloting with Wolf Squadron. But trouble keeps popping up, and the capital isnt the safe haven Trip had hoped. More and more dragons are working together, with attacks growing frequent as they scheme to claim the country for themselves. Equally daunting, Rysha wants to introduce Trip to her parents, parents who want a proper nobleman for their daughter, not some odd commoner sired by a dragon.If Trip is to have any chance of bringing peace to the countryand impressing Ryshas parentshell have to finally and fully embrace what he is and what he can do. Before time runs out."
https://www.amazon.com/Zone-War-Book-ebook/dp/B07GZ7LH2G/ref=sr_1_37/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-37,Zone War (Zone War series Book 1),John Conroe (Author),"Aug 29, 2018",$5.99-$18.00,"Kindle Edition, Paperback",4.9 out of 5 stars,195,"Book 1 of the Zone War series.A few short years from now, eco-terrorists unleash the worst attack the world has ever seen. Over 25,000 autonomous combat drones are released in Manhattan from the hold of a ship. Hundreds of thousands are dead, and the entire island is evacuated and quarantined in just a few days time.Ten years later, Manhattan is still empty of humans, with the exception of the salvage specialists of the most watched reality show in history: Zone War. Produced live and unedited, the show follows five teams of armored vehicle specialists who brave the active drones to recover lost riches and collect bounties on dead ones. Ram it, slam it, grab the goods and bull your way back out. And dont break down, because no one will be coming to your aid. Armored entry is the way to go UnlessMeet Ajaya AJ Gurung, snipers son, drone technician and Zone infiltrator. Following his fathers footsteps while forging ahead in ways all his own, AJ has the potential to be the most successful recovery specialist of all time. The drones are changing, the rules have been thrown out and nothing about the Zone is what it seems. Adapt or die."
https://www.amazon.com/Abyss-Surviving-Zombie-Apocalypse-Book-ebook/dp/B071S578SW/ref=sr_1_38/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-38,Abyss (Surviving the Zombie Apocalypse Book 12),Shawn Chesser (Author),"May 13, 2017",$4.99-$21.95,"Kindle Edition, Paperback, Audible Audiobook",4.9 out of 5 stars,195,"ABYSS: SURVIVING THE ZOMBIE APOCALYPSE""A gut-wrenching, hard hitting series that will leave you breathless."" John O'Brien - Best-selling author of the New World series""Shawn Chesser is a master of the zombie genre."" Mark Tufo - Best-selling author of the Zombie Fallout series""Through a combination of tight, well-structured plots and fully realized characters, Chesser has emerged as one of the top indie writers in the business."" Joe McKinney  Two-time Bram Stoker Award winner and best-selling author of the Dead World seriesABYSS: SURVIVING THE ZOMBIE APOCALYPSEEdited by Monique Happy Editorial Services128,000 wordsOutbreak - Day 1Presidents, premiers, entire governments disappeared instantly, like a fragile house of cards in a hurricane. Some hid deep underground or holed up in fortified strongholds, but most were swallowed up by the dead, never to be heard from again.abyss[bis]NOUNA deep or seemingly bottomless chasm.A wide or profound difference between people. The regions of hell conceived of as a bottomless pit.A catastrophic situation seen as likely to occur.For Cade Graysondoting father, faithful husband, and patriotic Delta Force operatorthe above definitions are much more than mere words following a dictionary heading: They all make up his new reality.Following a successful mission to the nations former capital, Cade returns to the compound in rural Utah to find his life irrevocably altered.Five days later and still reeling from the catastrophic event that pushed him physically and mentally to the edge of the metaphorical abyssCade sets out to fulfill a longstanding promise: escort his daughter, Raven, outside the wire to begin the long process of honing the skills she will need to survive the zombie apocalypse.But things happen while they are away that put the integrity of the compound and the lives of its survivors in jeopardy.After unknown entities make a surprise appearance outside the Eden compound wire, and suspicions arise among the survivors that one of their own may not hold the groups best interests at heart, Cade sets out on a new mission saddled with many more questions than he has answers for.Will Cade find outside the wire all that he is searching for?Will the Eden survivors discover a traitor in their midst while Cade is away? Most importantly: After looking into their own personal abyss, will the denizens of Eden ever be the same?Discover who has what it takes to survive the Zombie Apocalypse ... and who doesnt."
https://www.amazon.com/Barking-Choir-Power-Radical-Kinship/dp/B075FXTNX9/ref=sr_1_39/140-2058831-3926238?ie=UTF8&qid=1541819036&sr=1-39,Barking to the Choir: The Power of Radical Kinship,"Gregory Boyle, Simon & Schuster Audio","Nov 14, 2017",$11.00-$29.79,"Audible Audiobook, Kindle Edition, …More",4.9 out of 5 stars,192,"A moving example of unconditional love in difficult times, the best-selling author of Tattoos on the Heart, Father Gregory Boyle, shares what three decades of working with gangs in Los Angeles has taught him about faith, compassion, and the enduring power of radical kinship."
https://www.amazon.com/Etheric-Recruit-Kurtherian-Gambit-Adventures-ebook/dp/B075MMLCNL/ref=sr_1_40/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-40,Etheric Recruit: A Kurtherian Gambit Series (Etheric Adventures: Anne and Jinx Book 1),S.R. Russell (Author),"Sep 13, 2017",$0.00-$2.99,Kindle Edition,4.9 out of 5 stars,188,"When you are a young adult in the Etheric Empire, your life can be changed in mere moments.Often for the better.Anne was saved by the Queen herself many years before on planet Earth. Now, she is struggling with focus, and coming into adulthood while her mom struggles with her own future.When Annes mother makes an ultimatum, the Empress steps in, and Annes life is saved by her young friend, with four paws.Now, Anne must grow up with her partner, and fast. Her new friends are going to need her in the future.Together, the young woman and her partner, Jinx, have a future to affect.Set on the foundation laid by the Kurtherian Gambit Series, this story tells about one of the fan favorites and her new partner. Together, they just may be instrumental in changing the future of technology and life."
https://www.amazon.com/Saga-Book-Two-Brian-Vaughan/dp/1632159031/ref=sr_1_41/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-41,Saga Book Two,Brian K Vaughan (Author),"May 2, 2017",$26.63-$28.21,"Hardcover, Kindle Edition",5 out of 5 stars,53,"At long last, it's finally time for the second hardcover collection of SAGA, the New York Times bestselling series praised by everyone from Alan Moore to Lin-Manuel Miranda! Created by the multiple Eisner Award-winning team of artist FIONA STAPLES (Mystery Society, North 40, Archie Comics) and writer BRIAN K. VAUGHAN (THE PRIVATE EYE, PAPER GIRLS, WE STAND ON GUARD), SAGA BOOK TWO continues the action-packed education of Hazel, a child born to star-crossed parents from opposite sides of a never-ending galactic war. Collecting 18 issues of the smash-hit comic, this massive edition features a striking original cover from Fiona Staples, as well as a brand-new gallery of exclusive, never-before-seen SAGA artwork from legendary creators including CLIFF CHIANG, PIA GUERRA, FAITH ERIN HICKS, KARL KERSCHL, JASON LATOUR, SEAN GORDON MURPHY, STEVE SKROCE, and MORE!Deluxe Hardcover format - 7.25"""" x 10.875Collects SAGA #19-36"
https://www.amazon.com/Legacy-Post-Apocalyptic-Survival-Story-Traveler/dp/198025351X/ref=sr_1_42/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-42,Legacy: A Post-Apocalyptic Survival Story (The Traveler),Tom Abrahams (Author),"Mar 10, 2018",$0.00-$17.95,"Paperback, Kindle Edition, Audible Audiobook",5 out of 5 stars,53,"She's small. She's quiet. She's deadly.  Lou survived the plague that killed her mother. As her father sheltered her from the evil that consumed the world, he taught her how to survive. After an ambush leaves her orphaned, the young, unassuming girl put her skills to the test. A wanderer every bit as brilliant as she is deadly, she forges a new path in the wilderness once known as Texas. But can she do it alone? LEGACY is a stand-alone novel within The Traveler Series world."
https://www.amazon.com/Undead-Twenty-Two-RR-Haywood-ebook/dp/B078HX7217/ref=sr_1_43/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-43,The Undead Twenty Two,RR Haywood (Author),"Dec 19, 2017",$0.00-$4.99,Kindle Edition,5 out of 5 stars,53,The Undead Twenty Two.New characters. Old characters returning. An evolving infection.The Undead. UK's best-selling zombie horror series continues.
https://www.amazon.com/Etheric-Researcher-Kurtherian-Gambit-Adventures-ebook/dp/B077VZZTQH/ref=sr_1_44/140-2058831-3926238?s=books&ie=UTF8&qid=1541819036&sr=1-44,Etheric Researcher: A Kurtherian Gambit Series (Etheric Adventures: Anne and Jinx Book 2),S.R. Russell (Author),"Nov 30, 2017",$0.00-$2.99,Kindle Edition,4.9 out of 5 stars,183,"Anne and Jinx are back!When you are a young adult in the Etheric Empire, your life can be changed in mere moments.Often for the better.Jinx is finding it's harder than she expected to protect her friend's back.Anne has some ideas about that, but with bigoted teachers and potential dog-nappers, having the Empress tell them they've lost their damage deposit is the least of their worries.Anne and Jinx acquire new friends and colleagues in their effort to support the Empress.Together, the young woman and her partner, Jinx, have a future to affect.Set on the foundation laid by the Kurtherian Gambit Series, this story tells about one of the fan favorites and her new partner. Together, they just may be instrumental in changing the future of technology and life."
https://www.amazon.com/Old-Dragon-Mountains-Christmas-Valdier/dp/B01MSWY8ZN/ref=sr_1_45/140-2058831-3926238?ie=UTF8&qid=1541819036&sr=1-45,"The Old Dragon of the Mountain’s Christmas: The Dragon Lords of Valdier, Book 9","S.E. Smith, David Brenin, Inc. Blackstone Audio","Dec 20, 2016",$3.99-$16.10,"Audible Audiobook, Kindle Edition, …More",4.9 out of 5 stars,182,"Born prematurely, Christoff wasn't as big or as strong as his older brother or the other younglings in the village. Unable to fit in, he does the best he can, helping his father and mother on their farm. His life changes when the mountain near their farm awakens. Believing he is the only one who can quiet it, he retreats to the mountain to watch over the village that shunned him."
https://www.amazon.com/Amber-Brooch-Celtic/dp/B07DYFLHV4/ref=sr_1_46/140-2058831-3926238?ie=UTF8&qid=1541819036&sr=1-46,"The Amber Brooch: The Celtic Brooch Series, Volume 8","Katherine Lowry Logan, Teri Schnaubelt","Jun 26, 2018",$0.00-$25.95,"Audible Audiobook, Kindle Edition, …More",4.9 out of 5 stars,180,"Sparks fly and tension soars when a gutsy 21st century lawyer meets a 19th century Pinkerton agent in a Colorado mining town! Fast-paced Western adventure with a railroad war, gunslingers, dinosaur bones, and romance..."
